race_analysis_id,driver,team,pit_stop_number,pit_lap,compound_from,compound_to,stint_length_before,position_before_pit,position_after_cycle,net_position_change,estimated_pit_loss_s,undercut_overcut_label,rejoin_risk,traffic_penalty_proxy_s,strategy_effect,confidence,weakest_assumption
2024-01-bahrain,ALB,Williams,1,15,SOFT,HARD,15,5,14,-9,2.677,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,NOR,McLaren,1,27,MEDIUM,HARD,27,1,2,-1,6.391,lost after stop,low,0.669,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,OCO,Haas F1 Team,1,31,MEDIUM,HARD,31,10,12,-2,3.804,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,PER,Cadillac,1,29,MEDIUM,HARD,29,15,16,-1,4.101,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,PIA,McLaren,1,28,MEDIUM,HARD,28,4,7,-3,3.958,lost after stop,medium,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,RUS,Mercedes,1,20,MEDIUM,HARD,20,6,10,-4,4.584,lost after stop,medium,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,SAI,Williams,1,28,MEDIUM,HARD,28,9,11,-2,4.098,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,STR,Aston Martin,1,21,MEDIUM,SOFT,21,18,17,1,4.724,gained after stop,high,0.0,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,STR,Aston Martin,2,37,SOFT,SOFT,16,17,17,0,4.027,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-04-miami,VER,Red Bull Racing,1,6,MEDIUM,HARD,6,8,16,-8,95.501,lost after stop,high,48.246,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,ALO,Aston Martin,1,20,SOFT,SOFT,20,15,17,-2,16.476,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,ANT,Mercedes,1,31,SOFT,MEDIUM,31,1,1,0,47.081,neutral stop,low,3.553,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BEA,Haas F1 Team,1,30,SOFT,MEDIUM,30,11,11,0,57.971,neutral stop,high,1.63,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOR,Audi,1,2,INTERMEDIATE,SOFT,2,20,19,1,33.154,gained after stop,high,3.51,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOR,Audi,2,18,SOFT,MEDIUM,16,16,17,-1,17.985,lost after stop,high,1.281,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOT,Cadillac,1,3,INTERMEDIATE,SOFT,3,21,21,0,29.793,neutral stop,high,2.114,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOT,Cadillac,2,9,SOFT,MEDIUM,6,21,21,0,19.107,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOT,Cadillac,3,29,MEDIUM,SOFT,20,19,18,1,42.674,gained after stop,high,1.023,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,BOT,Cadillac,4,49,SOFT,MEDIUM,20,16,16,0,40.86,neutral stop,high,1.462,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,COL,Alpine,1,30,MEDIUM,HARD,30,6,6,0,41.19,neutral stop,medium,9.378,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,GAS,Alpine,1,30,MEDIUM,HARD,30,8,8,0,38.499,neutral stop,medium,3.235,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HAD,Red Bull Racing,1,31,SOFT,MEDIUM,31,4,4,0,43.248,neutral stop,low,2.212,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HAD,Red Bull Racing,2,52,MEDIUM,SOFT,21,5,5,0,34.969,neutral stop,low,1.142,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HAD,Red Bull Racing,3,62,SOFT,SOFT,10,5,5,0,25.431,neutral stop,low,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HAM,Ferrari,1,31,SOFT,MEDIUM,31,3,3,0,48.69,neutral stop,low,1.855,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HUL,Audi,1,2,INTERMEDIATE,SOFT,2,18,17,1,28.809,gained after stop,high,3.397,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,HUL,Audi,2,20,SOFT,MEDIUM,18,14,14,0,23.392,neutral stop,high,0.609,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,LAW,Racing Bulls,1,30,MEDIUM,SOFT,30,7,7,0,37.428,neutral stop,medium,3.679,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,LEC,Ferrari,1,31,SOFT,MEDIUM,31,5,5,0,50.458,neutral stop,low,1.296,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,NOR,McLaren,1,2,INTERMEDIATE,MEDIUM,2,13,14,-1,24.526,lost after stop,high,3.961,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,NOR,McLaren,2,15,MEDIUM,MEDIUM,13,14,14,0,21.624,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,OCO,Haas F1 Team,1,16,SOFT,MEDIUM,16,16,17,-1,20.58,lost after stop,high,0.854,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,OCO,Haas F1 Team,2,30,MEDIUM,SOFT,14,15,15,0,53.163,neutral stop,high,0.84,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PER,Cadillac,1,2,INTERMEDIATE,SOFT,2,21,20,1,28.513,gained after stop,high,2.551,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PER,Cadillac,2,15,SOFT,MEDIUM,13,18,18,0,17.874,neutral stop,high,0.75,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PER,Cadillac,3,29,MEDIUM,SOFT,14,17,16,1,37.411,gained after stop,high,4.359,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PIA,McLaren,1,1,INTERMEDIATE,MEDIUM,1,21,16,5,32.989,gained after stop,high,4.642,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PIA,McLaren,2,12,MEDIUM,MEDIUM,11,19,18,1,32.998,gained after stop,high,0.489,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,PIA,McLaren,3,51,MEDIUM,SOFT,39,13,13,0,44.164,neutral stop,high,1.22,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,SAI,Williams,1,2,INTERMEDIATE,MEDIUM,2,19,18,1,27.85,gained after stop,high,2.606,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,SAI,Williams,2,30,MEDIUM,MEDIUM,28,10,10,0,41.645,neutral stop,medium,2.577,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,STR,Aston Martin,1,14,SOFT,SOFT,14,19,19,0,16.613,neutral stop,high,1.219,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,STR,Aston Martin,2,49,SOFT,MEDIUM,35,15,15,0,17.277,neutral stop,high,1.207,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-05-villeneuve,VER,Red Bull Racing,1,31,SOFT,MEDIUM,31,2,2,0,45.116,neutral stop,low,2.167,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALB,Williams,1,43,MEDIUM,SOFT,43,10,10,0,23.324,neutral stop,medium,3.853,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALB,Williams,2,59,SOFT,SOFT,16,10,10,0,70.218,neutral stop,medium,40.037,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALB,Williams,3,65,SOFT,SOFT,6,9,9,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALB,Williams,4,67,SOFT,SOFT,2,9,9,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALB,Williams,5,68,SOFT,SOFT,1,9,9,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALO,Aston Martin,1,3,MEDIUM,SOFT,3,18,17,1,20.129,gained after stop,high,0.703,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALO,Aston Martin,2,58,SOFT,SOFT,55,15,15,0,48.414,neutral stop,high,12.753,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALO,Aston Martin,3,59,SOFT,SOFT,1,15,15,0,64.248,neutral stop,high,30.558,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALO,Aston Martin,4,65,SOFT,SOFT,6,14,14,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALO,Aston Martin,5,67,SOFT,SOFT,2,14,14,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ALO,Aston Martin,6,68,SOFT,SOFT,1,14,14,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ANT,Mercedes,1,37,MEDIUM,HARD,37,1,1,0,16.856,neutral stop,low,0.033,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ANT,Mercedes,2,61,HARD,SOFT,24,1,1,0,103.612,neutral stop,low,43.639,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ANT,Mercedes,3,66,SOFT,SOFT,5,1,1,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,ANT,Mercedes,4,68,SOFT,SOFT,2,1,1,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BEA,Haas F1 Team,1,1,MEDIUM,HARD,1,21,21,0,40.478,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BOR,Audi,1,1,SOFT,HARD,1,20,20,0,38.73,neutral stop,high,0.594,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BOR,Audi,2,43,HARD,MEDIUM,42,19,18,1,14.09,gained after stop,high,0.0,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BOR,Audi,3,58,MEDIUM,MEDIUM,15,17,17,0,39.74,neutral stop,high,3.142,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BOR,Audi,4,59,MEDIUM,SOFT,1,17,17,0,39.453,neutral stop,high,3.265,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BOR,Audi,5,65,SOFT,SOFT,6,16,16,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BOR,Audi,6,67,SOFT,SOFT,2,16,16,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BOR,Audi,7,68,SOFT,SOFT,1,16,16,0,128.614,neutral stop,high,63.027,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,BOT,Cadillac,1,1,SOFT,MEDIUM,1,19,19,0,36.678,neutral stop,high,0.144,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,COL,Alpine,1,35,MEDIUM,HARD,35,15,15,0,17.54,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,COL,Alpine,2,59,HARD,HARD,24,14,14,0,73.703,neutral stop,high,38.162,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,COL,Alpine,3,65,HARD,HARD,6,13,13,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,COL,Alpine,4,67,HARD,SOFT,2,13,13,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,COL,Alpine,5,68,SOFT,SOFT,1,13,12,1,,gained after stop,high,,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,GAS,Alpine,1,45,MEDIUM,HARD,45,7,7,0,18.763,neutral stop,medium,0.124,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,GAS,Alpine,2,60,HARD,HARD,15,6,6,0,74.476,neutral stop,medium,39.891,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,GAS,Alpine,3,66,HARD,HARD,6,5,5,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,GAS,Alpine,4,68,HARD,SOFT,2,5,5,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAD,Red Bull Racing,1,32,MEDIUM,HARD,32,7,8,-1,18.605,lost after stop,medium,0.704,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAD,Red Bull Racing,2,60,HARD,HARD,28,4,4,0,76.649,neutral stop,low,42.269,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAD,Red Bull Racing,3,66,HARD,HARD,6,3,3,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAD,Red Bull Racing,4,68,HARD,SOFT,2,3,3,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAM,Ferrari,1,28,MEDIUM,HARD,28,3,3,0,17.708,neutral stop,low,0.615,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAM,Ferrari,2,60,HARD,SOFT,32,2,2,0,54.225,neutral stop,low,15.184,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAM,Ferrari,3,61,SOFT,SOFT,1,2,2,0,76.974,neutral stop,low,33.705,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAM,Ferrari,4,66,SOFT,SOFT,5,2,2,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HAM,Ferrari,5,68,SOFT,SOFT,2,2,2,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HUL,Audi,1,12,MEDIUM,HARD,12,14,14,0,11.135,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HUL,Audi,2,58,HARD,HARD,46,12,13,-1,45.066,lost after stop,high,15.593,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HUL,Audi,3,59,HARD,HARD,1,13,13,0,73.006,neutral stop,high,39.025,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HUL,Audi,4,65,HARD,HARD,6,12,12,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HUL,Audi,5,67,HARD,SOFT,2,12,12,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,HUL,Audi,6,68,SOFT,SOFT,1,12,13,-1,,lost after stop,high,,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LAW,Racing Bulls,1,44,MEDIUM,SOFT,44,9,8,1,18.462,gained after stop,medium,0.01,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LAW,Racing Bulls,2,60,SOFT,SOFT,16,8,8,0,60.937,neutral stop,medium,25.622,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LAW,Racing Bulls,3,66,SOFT,SOFT,6,7,7,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LAW,Racing Bulls,4,68,SOFT,SOFT,2,7,7,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LEC,Ferrari,1,35,MEDIUM,HARD,35,3,3,0,19.828,neutral stop,low,0.49,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LEC,Ferrari,2,60,HARD,SOFT,25,3,3,0,62.003,neutral stop,low,17.508,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LEC,Ferrari,3,61,SOFT,SOFT,1,3,3,0,67.831,neutral stop,low,29.688,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LIN,Racing Bulls,1,59,MEDIUM,MEDIUM,59,9,9,0,71.637,neutral stop,medium,40.061,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LIN,Racing Bulls,2,65,MEDIUM,MEDIUM,6,8,8,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LIN,Racing Bulls,3,67,MEDIUM,SOFT,2,8,8,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,LIN,Racing Bulls,4,68,SOFT,SOFT,1,8,8,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,OCO,Haas F1 Team,1,9,MEDIUM,HARD,9,15,15,0,14.715,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,OCO,Haas F1 Team,2,59,HARD,HARD,50,12,12,0,70.342,neutral stop,high,39.078,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,OCO,Haas F1 Team,3,65,HARD,HARD,6,11,11,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,OCO,Haas F1 Team,4,67,HARD,SOFT,2,11,11,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,OCO,Haas F1 Team,5,68,SOFT,SOFT,1,11,11,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PER,Cadillac,1,4,SOFT,MEDIUM,4,16,16,0,18.632,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PER,Cadillac,2,9,MEDIUM,MEDIUM,5,18,18,0,9.281,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PER,Cadillac,3,59,MEDIUM,SOFT,50,16,16,0,42.915,neutral stop,high,6.203,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PER,Cadillac,4,65,SOFT,SOFT,6,15,15,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PER,Cadillac,5,67,SOFT,SOFT,2,15,15,0,,neutral stop,high,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PER,Cadillac,6,68,SOFT,SOFT,1,15,15,0,132.723,neutral stop,high,64.046,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PIA,McLaren,1,48,MEDIUM,HARD,48,6,6,0,18.052,neutral stop,medium,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PIA,McLaren,2,59,HARD,SOFT,11,7,7,0,50.941,neutral stop,medium,12.027,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PIA,McLaren,3,60,SOFT,SOFT,1,7,7,0,75.777,neutral stop,medium,39.322,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PIA,McLaren,4,66,SOFT,SOFT,6,6,6,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,PIA,McLaren,5,68,SOFT,SOFT,2,6,6,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,RUS,Mercedes,1,31,MEDIUM,HARD,31,8,7,1,15.833,gained after stop,medium,0.0,Pit cycle improved track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,RUS,Mercedes,2,60,HARD,SOFT,29,5,5,0,101.162,neutral stop,low,41.947,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,RUS,Mercedes,3,66,SOFT,SOFT,6,4,4,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,RUS,Mercedes,4,68,SOFT,SOFT,2,4,4,0,,neutral stop,low,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,RUS,Mercedes,5,72,SOFT,SOFT,4,11,14,-3,9.471,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,SAI,Williams,1,52,MEDIUM,SOFT,52,10,10,0,16.559,neutral stop,medium,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,SAI,Williams,2,59,SOFT,SOFT,7,11,11,0,69.909,neutral stop,high,39.865,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,SAI,Williams,3,65,SOFT,SOFT,6,10,10,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,SAI,Williams,4,67,SOFT,SOFT,2,10,10,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,SAI,Williams,5,68,SOFT,SOFT,1,10,10,0,,neutral stop,medium,,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-06-monaco,STR,Aston Martin,1,4,MEDIUM,SOFT,4,17,18,-1,19.598,lost after stop,high,0.422,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-07-catalunya,ALB,Williams,1,13,MEDIUM,HARD,13,16,19,-3,4.088,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-07-catalunya,ALB,Williams,2,29,HARD,HARD,16,18,18,0,4.12,neutral stop,high,0.0,Pit cycle kept track position proxy stable.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
2026-07-catalunya,ALB,Williams,3,34,HARD,SOFT,5,17,19,-2,0.122,lost after stop,high,0.0,Pit cycle cost track position proxy.,0.62,Pit-cycle position is a lap-position proxy; no gap feed is available.
